Brand,Model,Case Material,Strap Material,Crystal Material,Dial Color,Case Diameter,Case Thickness,Band Width,Case_Size_Category,Case_Proportion,Movement Type,Movement_Complexity,Power Reserve,Complications,Has_Complication,Water Resistance,Water_Tier,Dial_Score,Complication_Score,Material_Match,Luxury_Index,Brand_Tier,Model_Tier,Brand_Tier_label_encoded,Model_Tier_label_encoded,Brand_Tier_target_encoded,Model_Tier_target_encoded,Brand_Case,Brand_Crystal,Material_Crystal_Movement,Price
Breguet,Classique,Rose Gold,Leather,Sapphire,White,39.0,9.9,22.0,1,3.9393899602121616,Automatic,1,65.0,"['Date', 'Moonphase']",1,30,Basic,4,3,0,17,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,27900.0
Chopard,Mille Miglia,Stainless Steel,Rubber,Sapphire,Black,42.0,12.67,20.0,2,3.3149145107225646,Automatic,1,42.0,"['Chronograph', 'Date']",1,50,Basic,3,4,0,14,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.3149145107225646,1,2,6500.0
Seiko,Prospex,Stainless Steel,Rubber,Non-Sapphire,Black,44.3,13.1,22.0,2,3.3816768078802992,Automatic,1,50.0,"['Date', 'GMT']",1,200,Professional,3,3,0,10,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.3816768078802992,0,1,1200.0
Tudor,Black Bay,Stainless Steel,Leather,Sapphire,Black,41.0,14.75,22.0,2,2.7796591324344866,Automatic,1,70.0,['None'],0,200,Professional,3,0,0,11,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.7796591324344866,1,2,3800.0
IWC,Pilot's Watch,Stainless Steel,Leather,Sapphire,Black,39.0,10.86,20.0,1,3.591156914220153,Automatic,1,42.0,['Date'],1,60,Standard,3,1,0,12,High-End,Other,0,2,10600.00009784788,5907.872360090675,0.0,0,2,4500.0
Panerai,Luminor Marina,Titanium,Rubber,Sapphire,Black,44.0,15.65,24.0,2,2.8114998009585936,Automatic,1,72.0,['None'],0,225,Professional,3,0,0,12,Mid-Range,Mid-Range,1,1,6528.445154051944,7596.0792482079405,2.8114998009585936,1,2,9500.0
Patek Philippe,Nautilus,Stainless Steel,Stainless Steel,Sapphire,Blue,40.5,8.3,20.0,2,4.879512193358803,Automatic,1,45.0,['Date'],1,120,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,14.638536580076408,3,3,32750.0
Audemars Piguet,Royal Oak,Stainless Steel,Stainless Steel,Sapphire,Black,41.0,10.4,20.0,2,3.9423039016308636,Automatic,1,60.0,['Date'],1,50,Basic,3,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.826911704892591,3,3,24000.0
Breguet,Classique,Rose Gold,Leather,Sapphire,White,38.5,8.25,20.0,1,4.666661010107867,Automatic,1,38.0,['Date'],1,30,Basic,4,1,0,15,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,21500.0
Blancpain,Fifty Fathoms,Stainless Steel,Fabric,Sapphire,Black,45.0,15.5,23.0,2,2.903223933403914,Automatic,1,102.5,['Date'],1,225,Professional,3,1,0,10,High-End,High-End,0,0,10600.00009784788,10828.963771655724,0.0,0,2,13500.0
Longines,Master Collection,Stainless Steel,Leather,Sapphire,Blue,38.5,9.7,20.0,1,3.9690680731256984,Automatic,1,64.0,['Date'],1,30,Basic,5,1,0,12,Mid-Range,Other,1,2,6528.445154051944,5907.872360090675,3.9690680731256984,1,2,1800.0
Vacheron Constantin,Overseas,Stainless Steel,Stainless Steel,Sapphire,Blue,41.5,11.0,22.0,2,3.7727238429783245,Automatic,1,40.0,['Date'],1,150,Standard,5,1,1,10,Very High-End,Very High-End,3,3,24346.236129514768,23853.345678284422,11.318171528934974,3,3,19000.0
Frederique Constant,Classics,Stainless Steel,Leather,Sapphire,Silver,40.0,10.6,20.0,1,3.773581345677976,Automatic,1,38.0,['Date'],1,50,Basic,3,1,0,12,Other,Mid-Range,2,1,6734.697638357517,7596.0792482079405,7.547162691355952,2,2,1200.0
